seed,heldout_condition,model,heldout_loss,train_loss
910011,doublet_EY,full_reciprocal,0.06152514095184858,2.648601616954595
910011,doublet_EY,eta_only,17.54640726337642,62.3593312922519
910011,doublet_EY,zeta_only,17.28114591013756,54.98536504018158
910011,doublet_EY,generic_hidden_oscillator,16.791110290197963,67.67964704119899
910011,doublet_EY,null_no_coupling,13.17529017558747,135.26811263783725
910011,doublet_EY,replay_only_basis,4.944015933751466,23.383566066972506
910011,orthogonal_trap,full_reciprocal,0.424095711160505,2.363523482740567
910011,orthogonal_trap,eta_only,21.19775717174636,58.33737919815387
910011,orthogonal_trap,zeta_only,9.331639645714782,62.827553388909536
910011,orthogonal_trap,generic_hidden_oscillator,23.307823498748977,53.7384978400014
910011,orthogonal_trap,null_no_coupling,40.45088912487151,107.9925136885532
910011,orthogonal_trap,replay_only_basis,4.407306463629235,25.052869138605303
910011,counterphase,full_reciprocal,0.5770958731945204,2.1330308847119235
910011,counterphase,eta_only,6.940287182879234,71.9185063741666
910011,counterphase,zeta_only,9.180823862837725,62.668982778532396
910011,counterphase,generic_hidden_oscillator,22.61368113959224,53.96089142669071
910011,counterphase,null_no_coupling,25.304853244798323,123.13854956862639
910011,counterphase,replay_only_basis,2.0731803352934257,24.152754677620493
910011,lagged_E_to_Y,full_reciprocal,0.8030324678250194,1.9070942900814245
910011,lagged_E_to_Y,eta_only,34.12870551409141,44.42897685510006
910011,lagged_E_to_Y,zeta_only,2.482498635000734,69.4477964431405
910011,lagged_E_to_Y,generic_hidden_oscillator,11.967808234153834,65.07851310459655
910011,lagged_E_to_Y,null_no_coupling,32.92237336621291,115.52102944721182
910011,lagged_E_to_Y,replay_only_basis,13.525255267301127,17.9253319348555
910011,recovery_probe,full_reciprocal,0.5907484203341425,2.1087085754691755
910011,recovery_probe,eta_only,2.4369804238368453,76.12070194535463
910011,recovery_probe,zeta_only,3.0161866375856654,68.45883419439224
910011,recovery_probe,generic_hidden_oscillator,0.7967822620477792,75.77779030423517
